name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
ICT Frame,https://ictframe.com,https://ictframe.com/feed/,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Nepali ICT publisher",2026-07-29 200 ok,rss,direct
MyRepublica,https://myrepublica.nagariknetwork.com,,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://myrepublica.nagariknetwork.com/rss).","2026-07-29 not live (404, 0 items)",,direct
Nepali Times,https://nepalitimes.com,,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Weekly; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://nepalitimes.com/feed).","2026-07-29 not live (404, 0 items)",,direct
TechLekh,https://techlekh.com,,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Nepali tech publisher; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html; charset=UTF-8) Feed not wired: not live (200, 0 items) (https://techlekh.com/feed/).","2026-07-29 not live (200, 0 items)",,direct
Techpana,https://www.techpana.com,https://www.techpana.com/feed/,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Nepali,Free,"Verified by the apac region audit, 2026-07-29. Nepali tech publisher",2026-07-29 200 ok,rss,direct
The Himalayan Times (Business),https://thehimalayantimes.com,,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://thehimalayantimes.com/feed/).","2026-07-29 not live (404, 0 items)",,direct
The Kathmandu Post,https://kathmandupost.com,https://kathmandupost.com/rss,,Nepal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily; feed carries no item-level date element; dedupe/recency must come from the article page, not the feed; items present, no parseable date",2026-07-29 200 ok,rss,direct
A startup and ecosystem intelligence provider,,,,Netherlands,,,Global,Startup Intelligence,Technology,Data Provider,Funding; Startups; Investors; Ecosystem Trends,English,Free/Paid,"Commercial data provider, never wired; name and URL withheld per the standalone-brand rule (2026-08-03). Original verdict: official source URL verified on 2026-07-27. Do not wire.",,,
DutchNews.nl,https://www.dutchnews.nl,,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the europe region audit, 2026-07-29. English-language NL news. Feed not wired: robots.txt disallows this path (https://www.dutchnews.nl/feed/).",2026-07-29 robots.txt disallows this path,,direct
Emerce,https://www.emerce.nl,https://www.emerce.nl/nieuws/feed,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. Digital business. Root /rss/nieuws 302s to an old article; this is the working path.",2026-07-29 200 ok,rss,direct
IO+ (Innovation Origins),https://ioplus.nl,https://ioplus.nl/en/feed,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the europe region audit, 2026-07-29. RECOVERABLE PARSE BUG: serves TWO XML declarations back to back ('<?xml ...?><?xml version=""1.0""?>'), so a strict parse fails at byte 38. Stripping the duplicate declaration yields 20 current items incl. funding rounds. Tail-trim alone does not fix it; a LEADING-junk trim is needed.",2026-07-29 200 ok,rss,direct
MT/Sprout,https://mtsprout.nl,,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. 403 to non-browser clients. Real entrepreneurship title; not usable as RSS. Feed not wired: not live (403, 0 items) (https://mtsprout.nl/feed).","2026-07-29 not live (403, 0 items)",,direct
NOS Nieuws Economie,https://nos.nl,https://feeds.nos.nl/nosnieuwseconomie,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. Public broadcaster economy desk.",2026-07-29 200 ok,rss,direct
NRC,https://www.nrc.nl,https://www.nrc.nl/rss/,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. National daily.",2026-07-29 200 ok,rss,direct
NU.nl Economie,https://www.nu.nl,https://www.nu.nl/rss/Economie,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. General news, economy section.",2026-07-29 200 ok,rss,direct
Silicon Canals,https://siliconcanals.com,https://siliconcanals.com/feed/,,Netherlands,,Amsterdam,Regional,Technology News,Technology,Technology News,Funding; Executive Hire; Company Expansion,English,Free,Feed fetched and parsed 2026-07-29. Netherlands and Benelux.,2026-07-29 200 ok,rss,direct
Tweakers,https://tweakers.net,https://tweakers.net/feeds/mixed.xml,,Netherlands,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Dutch,Free,"Verified by the europe region audit, 2026-07-29. Tech news, high volume.",2026-07-29 200 ok,rss,direct
BusinessDesk,https://businessdesk.co.nz,,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. business publisher, paywalled; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://businessdesk.co.nz/rss).","2026-07-29 not live (404, 0 items)",,direct
Idealog,https://idealog.co.nz,https://idealog.co.nz/feed,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Innovation/startup magazine",2026-07-29 200 ok,rss,direct
NZ Entrepreneur,http://nzentrepreneur.co.nz,,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. https handshake failed; try http; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html) Feed not wired: not live (200, 0 items) (http://nzentrepreneur.co.nz/feed/).","2026-07-29 not live (200, 0 items)",,direct
NZ Herald (Business),https://www.nzherald.co.nz,https://www.nzherald.co.nz/arc/outboundfeeds/rss/section/business/?outputType=xml,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29.",2026-07-29 200 ok,rss,direct
Reseller News NZ,https://www.reseller.co.nz,,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. IT channel trade press; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://www.reseller.co.nz/rss/all/).","2026-07-29 not live (404, 0 items)",,direct
RNZ (Business),https://www.rnz.co.nz,https://www.rnz.co.nz/rss/business.xml,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Public broadcaster business desk",2026-07-29 200 ok,rss,direct
Stuff (Business),https://www.stuff.co.nz,https://www.stuff.co.nz/rss,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29.",2026-07-29 200 ok,atom,direct
Techday NZ (IT Brief),https://itbrief.co.nz,https://itbrief.co.nz/rss,,New Zealand,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. IT trade press",2026-07-29 200 ok,rss,direct
100% Noticias,https://100noticias.com.ni,,,Nicaragua,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. connection reset for automated clients on /feed/ and /rss/; needs HTML parsing [tried: https://100noticias.com.ni/feed/] Feed not wired: not live (0, 0 items) ().","2026-07-29 not live (0, 0 items)",,direct
Confidencial,https://confidencial.digital,https://confidencial.digital/feed/,,Nicaragua,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
La Prensa NI,https://www.laprensani.com,,,Nicaragua,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. 403 to automated clients on /feed and /rss.xml; needs HTML parsing [tried: https://www.laprensani.com/feed] Feed not wired: not live (403, 0 items) ().","2026-07-29 not live (403, 0 items)",,direct
BusinessDay Nigeria,https://businessday.ng,https://businessday.ng/feed/,,Nigeria,,Lagos,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,English,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Condia (formerly BenjaminDada),https://thecondia.com,https://thecondia.com/feed/,,Nigeria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. benjamindada.com now redirects to thecondia.com - store the new domain. 100 items; MALFORMED XML, needs a tolerant parse. [tolerant parse required]",2026-07-29 200 ok,rss,direct
Nairametrics,https://nairametrics.com,https://nairametrics.com/feed/,,Nigeria,,Lagos,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,English,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Premium Times,https://www.premiumtimesng.com,https://www.premiumtimesng.com/feed,,Nigeria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Investigative national daily.",2026-07-29 200 ok,rss,direct
TechCabal,https://techcabal.com,https://techcabal.com/feed/,,Nigeria,Lagos,Lagos,Regional,Startup Ecosystem,FinTech,Startup Ecosystem,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Technext,https://technext24.com,https://technext24.com/feed/,,Nigeria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Nigerian tech/startup desk.",2026-07-29 200 ok,rss,direct
Techpoint Africa,https://techpoint.africa,https://techpoint.africa/feed/,,Nigeria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. ONLY returns 200 with browser-shaped headers; a bare Accept: application/rss+xml gets 403 and looks dead. Also: do NOT advertise brotli unless the client can decode it - a br body reads as a malformed feed.",2026-07-29 200 ok,rss,direct
The Punch,https://punchng.com,https://punchng.com/feed/,,Nigeria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Largest Nigerian daily; 30 items.",2026-07-29 200 ok,rss,direct
360 Stepeni,https://360stepeni.mk,https://360stepeni.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. General news.",2026-07-29 200 ok,rss,direct
A1on,https://a1on.mk,https://a1on.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. General news.",2026-07-29 200 ok,rss,direct
Faktor.mk,https://faktor.mk,https://faktor.mk/feed,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. Business/economy.",2026-07-29 200 ok,rss,direct
Fokus,https://fokus.mk,https://fokus.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. General news.",2026-07-29 200 ok,rss,direct
IT.mk,https://it.mk,https://it.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. Tech/IT sector; high signal for hiring.",2026-07-29 200 ok,rss,direct
Kapital,https://kapital.mk,https://kapital.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. Business weekly; highest-signal MK source.",2026-07-29 200 ok,rss,direct
Meta.mk,https://meta.mk,https://meta.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. News agency.",2026-07-29 200 ok,rss,direct
MIA,https://mia.mk,https://mia.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. State news agency; broad national coverage.",2026-07-29 200 ok,rss,direct
MKD.mk,https://mkd.mk,https://mkd.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. General news.",2026-07-29 200 ok,rss,direct
MRT,https://mrt.com.mk,https://mrt.com.mk/rss.xml,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. Public broadcaster. ONLY /rss.xml works; /feed/ and /rss are 403.",2026-07-29 200 ok,rss,direct
Nova Makedonija,https://novamakedonija.com.mk,https://novamakedonija.com.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. National daily.",2026-07-29 200 ok,rss,direct
Portalb.mk,https://portalb.mk,https://portalb.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Albanian,Free,"Verified by the europe region audit, 2026-07-29. Albanian-language outlet inside North Macedonia; covers a population the Macedonian-language feeds under-report.",2026-07-29 200 ok,rss,direct
Republika,https://republika.mk,https://republika.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. General news.",2026-07-29 200 ok,rss,direct
Sloboden Pecat,https://www.slobodenpecat.mk,https://www.slobodenpecat.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. National daily.",2026-07-29 200 ok,rss,direct
Telma,https://telma.com.mk,https://telma.com.mk/feed/,,North Macedonia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Macedonian,Free,"Verified by the europe region audit, 2026-07-29. Broadcaster.",2026-07-29 200 ok,rss,direct
Aftenposten,https://www.aftenposten.no,https://www.aftenposten.no/rss,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. National daily.",2026-07-29 200 ok,rss,direct
digi.no,https://www.digi.no,https://www.digi.no/rss,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. IT trade press.",2026-07-29 200 ok,rss,direct
E24,https://e24.no,https://e24.no/rss,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. Business news.",2026-07-29 200 ok,rss,direct
NRK,https://www.nrk.no,https://www.nrk.no/toppsaker.rss,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. Public broadcaster.",2026-07-29 200 ok,rss,direct
Shifter,https://www.shifter.no,,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. NEEDS HTML PARSING. Norway's main startup/funding title. Every feed path returns 404 with content-type application/json (Next.js app); no RSS declared in <head>. Feed not wired: not live (404, 0 items) (https://www.shifter.no/rss.xml).","2026-07-29 not live (404, 0 items)",,direct
Teknisk Ukeblad,https://www.tu.no,https://www.tu.no/rss,,Norway,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Norwegian,Free,"Verified by the europe region audit, 2026-07-29. Engineering/industry.",2026-07-29 200 ok,rss,direct
Muscat Daily,https://www.muscatdaily.com,,,Oman,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. Declared category feed URLs all return HTML. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Oman Observer,https://www.omanobserver.om,,,Oman,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /feed/ 404s, /rss returns HTML. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Times of Oman,https://timesofoman.com,https://timesofoman.com/feed/,,Oman,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. WORKS BUT MALFORMED: the XML declares an undeclared namespace prefix, so a strict ElementTree parse raises 'unbound prefix' and reports the feed dead. Needs a tolerant parse (regex/recover) - otherwise Oman looks sourceless when it is not. [tolerant parse required]",2026-07-29 200 ok,rss,direct
Business Recorder,https://www.brecorder.com,https://www.brecorder.com/feeds/latest-news,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Financial daily",2026-07-29 200 ok,rss,direct
Data Darbar,https://data.darbar.pk,,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Pakistan startup data journalism; fetch failed: URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known> Feed not wired: not live (0, 0 items) (https://data.darbar.pk/feed/).","2026-07-29 not live (0, 0 items)",,direct
Dawn (Business),https://www.dawn.com,https://www.dawn.com/feeds/business,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily business desk",2026-07-29 200 ok,rss,direct
Profit (Pakistan Today),https://profit.pakistantoday.com.pk,,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Business magazine; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://profit.pakistantoday.com.pk/feed/).","2026-07-29 not live (404, 0 items)",,direct
ProPakistani,https://propakistani.pk,https://propakistani.pk/feed/,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Tech/business news",2026-07-29 200 ok,rss,direct
TechJuice,https://www.techjuice.pk,https://www.techjuice.pk/feed/,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Pakistani tech press",2026-07-29 200 ok,rss,direct
The Express Tribune (Business),https://tribune.com.pk,https://tribune.com.pk/feed/business,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily business desk",2026-07-29 200 ok,rss,direct
The News International (Business),https://www.thenews.com.pk,https://www.thenews.com.pk/rss/1/8,,Pakistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily business Re-probed 2026-08-02: quiet rather than dead. Pakistan holds five other wired feeds.","2026-08-02 200 ok, 25 items, newest 64d",rss,direct
Capital Financiero,https://elcapitalfinanciero.com,,,Panama,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. TLS handshake fails (server rejects modern TLS versions); unusable until they fix their cert stack [tried: https://elcapitalfinanciero.com/feed/] Feed not wired: not live (0, 0 items) ().","2026-07-29 not live (0, 0 items)",,direct
La Estrella de Panama,https://www.laestrella.com.pa,https://www.laestrella.com.pa/rss/economia,,Panama,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
La Prensa,https://www.prensa.com,https://www.prensa.com/arc/outboundfeeds/rss/?outputType=xml,,Panama,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Panama America,https://www.panamaamerica.com.pa,,,Panama,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. STALE. feed is alive but stale - newest item 2024-08-30; publisher appears to have stopped updating it Feed not wired: live but stale, newest item 2024-08-30 (https://www.panamaamerica.com.pa/rss.xml).","2026-07-29 live but stale, newest item 2024-08-30",,direct
Business Advantage PNG,https://www.businessadvantagepng.com,https://www.businessadvantagepng.com/feed/,,Papua New Guinea,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. business publisher",2026-07-29 200 ok,rss,direct
Post-Courier,https://www.postcourier.com.pg,https://www.postcourier.com.pg/feed/,,Papua New Guinea,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily",2026-07-29 200 ok,rss,direct
The National,https://www.thenational.com.pg,https://www.thenationalnews.com/arc/outboundfeeds/rss/category/business/?outputType=xml,,Papua New Guinea,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily; bot-blocked (Cloudflare/Akamai interstitial) to both urllib and curl; needs HTML parsing via a real browser, or skip Feed not wired: not live (403, 0 items) (https://www.thenational.com.pg/feed/).",2026-07-29 200 ok,rss,direct
ABC Color,https://www.abc.com.py,https://www.abc.com.py/arc/outboundfeeds/rss/?outputType=xml,,Paraguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
La Nacion Paraguay,https://www.lanacion.com.py,,,Paraguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. no usable feed found; needs HTML parsing [tried: https://www.lanacion.com.py/feed/] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
La Nacion PY,https://www.lanacion.com.py,https://www.lanacion.com.py/arc/outboundfeeds/rss/?outputType=xml,,Paraguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
MarketData,https://marketdata.com.py,https://marketdata.com.py/feed/,,Paraguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Ultima Hora,https://www.ultimahora.com,,,Paraguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. no usable feed found; needs HTML parsing [tried: https://www.ultimahora.com/rss/economia.xml] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
Andina,https://andina.pe,https://andina.pe/agencia/rss.aspx,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
El Comercio,https://elcomercio.pe,https://elcomercio.pe/arcio/rss/,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Gestion,https://gestion.pe,https://gestion.pe/arcio/rss/,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Infomercado,https://infomercado.pe,,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. /feed and ?feed=rss2 both serve HTML, not XML; needs HTML parsing [tried: https://infomercado.pe/feed/] Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
La Republica PE,https://larepublica.pe,,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. arcio/rss 404; needs HTML parsing [tried: https://larepublica.pe/arcio/rss/] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
Peru21,https://peru21.pe,,,Peru,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. arcio/rss returns 403; needs HTML parsing [tried: https://peru21.pe/arcio/rss/] Feed not wired: not live (403, 0 items) ().","2026-07-29 not live (403, 0 items)",,direct
BusinessMirror,https://businessmirror.com.ph,,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. retry 403 Feed not wired: robots.txt disallows this path (https://businessmirror.com.ph/feed).",2026-07-29 robots.txt disallows this path,,direct
BusinessWorld,https://www.bworldonline.com,https://www.bworldonline.com/feed/,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Business daily",2026-07-29 200 ok,rss,direct
GMA News (Money),https://www.gmanetwork.com,https://data.gmanetwork.com/gno/rss/money/feed.xml,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. broadcaster money desk",2026-07-29 200 ok,rss,direct
Inquirer Business,https://business.inquirer.net,https://business.inquirer.net/feed,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily business desk",2026-07-29 200 ok,rss,direct
Manila Bulletin,https://mb.com.ph,https://mb.com.ph/rss/business,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29.",2026-07-29 200 ok,rss,direct
Manila Times (Business),https://www.manilatimes.net,https://www.manilatimes.net/business/feed,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily",2026-07-29 200 ok,rss,direct
Philstar (Business),https://www.philstar.com,https://www.philstar.com/rss/business,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. National daily",2026-07-29 200 ok,rss,direct
